position,artist,song,year,raw_total,raw_usa,raw_uk,raw_eur,raw_row
873,"Lisa Loeb & Nine Stories","Stay (I Missed You)",1994,11.4070,7.4820,2.6900,0.5710,1.5940
874,"Jerry Lee Lewis","Whole Lotta Shakin' Goin' On",1957,11.3990,11.0090,1.3020,1.0940,0.0000
875,Blondie,Rapture,1981,11.3920,8.3390,3.3670,4.6590,0.5210
876,"Mariah Carey",Hero,1993,11.3890,6.6640,1.1730,2.9670,2.6670
877,Highwaymen,"Michael Row the Boat",1961,11.3880,3.4950,8.0720,2.5770,0.5260
878,"Sonny & Cher","I Got You Babe",1965,11.3860,11.7290,4.2510,3.3360,0.0000
879,"Debbie Reynolds",Tammy,1957,11.3800,6.1840,4.0030,1.0820,0.5170
880,"Guess Who","American Woman",1970,11.3780,9.1590,4.6840,5.0970,0.5310
881,"Mario Lanza","Be My Love",1951,11.3700,10.3000,0.0000,0.5130,0.5590
882,"Nini Rosso","Il Silenzio",1965,11.3480,1.5000,1.2360,9.5830,0.5160
883,Madonna,"I'll Remember",1994,11.3480,5.6000,2.1430,5.4200,1.7230
884,"The Jackson 5","I'll Be There",1970,11.3420,14.8870,3.2830,1.6760,0.5480
885,"Bruno Mars","Locked Out Of Heaven",2012,11.3410,7.7870,2.0360,1.2260,0.0000
886,"The Beatles","The Long & Winding Road",1970,11.3370,9.9010,4.1720,3.1990,1.3620
887,Technotronic,"Get Up (Before the Night is Over)",1990,11.3290,3.1570,1.5000,13.4070,1.2500
888,Enya,"Only Time",2001,11.3220,2.8440,2.5340,8.7410,2.0110
889,Melanie,"Brand New Key",1972,11.3220,9.1120,11.0080,1.1610,0.0000
890,"Rick Astley","Together Forever",1988,11.3080,3.6190,4.5010,7.5080,1.0300
891,"Pop Tops","Mammy Blue",1971,11.2840,0.7180,1.2790,14.6560,0.5360
892,"Cliff Richard","Living Doll",1959,11.2710,0.7340,6.3040,5.0630,0.0000
893,"Johnnie Ray","Just Walkin' in the Rain",1956,11.2690,4.1760,6.6160,1.0850,0.0000
894,"Inner Circle","Sweat (A La La La La Song)",1992,11.2690,2.1130,3.9180,12.6610,1.7310
895,"Billy Ray Cyrus","Achy Breaky Heart",1992,11.2640,5.2710,5.8330,3.8320,0.5110
896,"Michael Jackson","Remember the Time",1992,11.2640,4.8840,2.3330,8.5090,2.0490
897,Aaliyah,"Try Again",2000,11.2560,5.8040,0.7000,9.4020,0.5910
898,"Janet Jackson",Escapade,1990,11.2450,6.0190,2.0590,2.9870,3.0000
899,"Meredith Brooks",Bitch,1997,11.2420,4.1840,1.7780,7.9360,1.6730
900,"2Pac & Dr Dre","California Love",1996,11.2360,3.6970,3.4490,7.6170,1.0380
901,"The Rolling Stones","19th Nervous Breakdown",1966,11.2250,8.8130,3.0000,7.1890,0.0000
902,"Don Henley","The Boys of Summer",1985,11.2230,8.7460,2.1200,3.7240,0.5110
903,EMF,Unbelievable,1991,11.2160,7.1540,1.3330,6.3890,2.2150
904,Ne-Yo,"So Sick",2006,11.2120,5.3700,2.0360,5.0460,1.5960
905,"KC & The Sunshine Band","That's the Way (I Like It)",1975,11.2070,8.3260,5.5090,5.7130,0.0000
906,"Steve Winwood","Higher Love",1986,11.2030,8.9440,3.1370,1.1130,0.5130
907,"Connie Francis","Who's Sorry Now?",1958,11.2020,4.1650,7.5290,0.5110,0.5190
908,"Simply Red","If You Don't Know Me By Now",1989,11.1980,4.6760,5.0830,6.9270,1.8220
909,Adele,Skyfall,2012,11.1830,4.1360,3.0000,5.2000,0.0000
910,"Elvis Presley","Stuck On You",1960,11.1750,6.0970,3.8330,3.7750,0.0000
911,"Robert Palmer","Addicted to Love",1986,11.1750,9.0670,5.5540,1.5980,0.0000
912,Kelis,Milkshake,2004,11.1570,5.6670,3.5830,3.5080,0.7000
913,Technotronic,"Pump Up the Jam",1989,11.1550,4.9360,2.8930,9.0840,2.2110
914,"The Monkees","A Little Bit Me, a Little Bit You",1967,11.1550,7.4220,8.6510,2.7080,0.5160
915,"Al Hibbler","Unchained Melody",1955,11.1540,5.0510,6.0040,0.0000,0.5110
916,"Crazy Town",Butterfly,2001,11.1540,3.2930,1.8830,12.2590,0.5590
917,"Elvis Presley","Crying in the Chapel",1965,11.1540,7.5720,7.6460,2.8270,0.0000
918,TLC,Creep,1995,11.1530,7.3670,0.5450,1.7000,1.9030
919,"The Beatles","Ob-La-Di, Ob-La-Da",1969,11.1510,1.2560,7.8870,9.2220,0.6430
920,"Carl Perkins","Blue Suede Shoes",1956,11.1480,12.2890,0.7000,0.0000,0.5110
921,"Macklemore & Ryan Lewis","Thrift Shop",2013,11.1450,5.7210,5.1110,3.5670,0.0000
922,"Lovin' Spoonful","Summer in the City",1966,11.1440,12.2740,5.6160,3.0250,0.0000
923,"The Beach Boys","I Wanna Go Home (The Wreck of the 'John B')",1966,11.1410,6.8290,4.0010,7.7080,0.0000
924,"Four Aces","Three Coins in the Fountain",1954,11.1320,8.1660,2.9500,0.0000,0.5910
925,Beyonce,"Check On It",2006,11.1270,5.8590,2.3330,4.6510,1.0840
926,"Herman's Hermits","No Milk Today",1966,11.1150,2.0130,6.2140,7.1280,0.5340
927,"Creedence Clearwater Revival","Lookin' Out My Back Door",1970,11.1150,8.7920,8.2170,4.8150,0.0000
928,"Bobby Brown","Humpin' Around",1992,11.1030,4.2990,2.5980,5.8240,3.0000
929,"Sheena Easton","For Your Eyes Only",1981,11.1020,6.2320,1.2680,9.3200,0.5290
930,"Bee Gees","You Win Again",1987,11.0930,0.7130,5.8350,14.4240,0.5110
931,"Little Peggy March","I Will Follow Him",1963,11.0890,7.2270,5.7360,0.5040,0.5430
932,"The Browns","The Three Bells (Les Trois Cloches)",1959,11.0770,5.1400,4.7880,2.7830,0.0000
933,"Sugarhill Gang","Rapper's Delight",1980,11.0600,5.4820,4.8750,9.8910,0.0000
934,Jewel,"You Were Meant for Me",1997,11.0580,8.1410,1.5850,0.5340,1.0530
935,"Whitney Houston","Saving All My Love For You",1985,11.0540,5.0490,6.2860,4.6260,1.0270
936,"Savage Garden","I Knew I Loved You",1999,11.0420,4.7510,3.1430,3.2130,1.9240
937,"Frankie Laine","I Believe",1953,11.0390,5.0500,4.0000,0.5140,0.5380
938,"The Bangles","Manic Monday",1986,11.0320,4.8680,4.9290,7.0040,0.5110
939,"Alanis Morissette","Hands Clean",2002,11.0300,2.2930,3.5830,5.0670,2.5460
940,"Eric Prydz","Call On Me",2004,11.0100,0.8330,3.5290,12.4920,0.5250
941,"Kenny Rogers",Lady,1980,11.0100,9.9270,1.9750,3.8980,0.6430
942,"The Platters","My Prayer",1956,11.0070,8.0480,0.7500,1.7790,0.5450
943,"Kyu Sakamoto",Sukiyaki,1963,11.0060,5.3270,4.4170,2.6080,0.5380
944,"Derek & The Dominos",Layla,1972,11.0040,12.6780,3.9330,3.1570,0.0000
945,"Donny Osmond","Puppy Love",1972,11.0010,5.4230,11.6950,1.8330,0.0100
946,"Johnny Nash","I Can See Clearly Now",1972,11.0000,8.9070,7.9540,0.6110,0.5320
947,"Maroon 5","This Love",2004,10.9970,5.0090,0.8330,6.6580,1.7610
948,"The Proclaimers","I'm Gonna Be (500 miles)",1993,10.9960,5.0110,5.3420,2.8260,0.5150
949,"Julie Covington","Don't Cry For Me Argentina",1977,10.9880,0.0000,12.7520,8.0170,0.5230
950,"Elvis Presley","(Let Me Be Your) Teddy Bear",1957,10.9840,6.1660,2.8370,1.6090,0.5120
951,"Jay-Z & Alicia Keys","Empire State Of Mind",2009,10.9750,7.9030,1.5530,4.4180,0.5110
952,"Avril Lavigne","Sk8er Boi",2002,10.9740,4.3660,1.1540,6.2780,1.8440
953,"Charles & Eddie","Would I Lie to You?",1992,10.9710,1.6040,4.9370,12.5950,1.0960
954,"No Mercy","Where Do You Go?",1996,10.9680,3.0840,4.2840,6.9700,1.0310
955,"Hall & Oates",Maneater,1982,10.9620,6.4090,3.1670,5.4490,0.5190
956,"Sister Sledge","We Are Family",1979,10.9610,9.6270,3.6250,3.3020,0.5260
957,"Paper Lace","The Night Chicago Died",1974,10.9600,6.7190,7.4170,5.7230,0.0000
958,"Elton John","Philadelphia Freedom",1975,10.9580,9.9580,4.5830,0.7500,0.5830
959,"La Bouche","Be My Lover",1995,10.9560,3.6180,1.0800,11.0880,1.0350
960,"The Andrews Sisters","I Can Dream, Can't I?",1950,10.9530,9.5740,0.0000,0.7500,0.5240
961,"Dr Hook","Sylvia's Mother",1972,10.9500,4.7180,10.9000,4.7590,0.0000
962,"KC & The Sunshine Band","Please Don't Go",1980,10.9460,4.6750,8.0170,3.7990,0.5260
963,"Glenn Medeiros","Nothing's Gonna Change My Love For You",1987,10.9400,1.6050,7.3760,9.7470,0.5150
964,"Frankie Goes To Hollywood","Two Tribes",1984,10.9360,1.8920,9.2020,12.9960,0.0000
965,"REO Speedwagon","Keep On Loving You",1981,10.9310,9.1520,3.0260,2.9570,0.5480
966,"Petula Clark","This is My Song",1967,10.9250,5.1100,8.7960,3.7190,0.5370
967,Seal,Crazy,1991,10.9210,3.9880,2.0020,13.9430,1.0990
968,"Love Unlimited","Love's Theme",1974,10.9130,7.6390,5.8000,3.2920,0.6250
969,"The Rolling Stones","Start Me Up",1981,10.9120,6.3710,5.9670,7.0510,0.0000
970,"Los Bravos","Black is Black",1966,10.9060,6.1210,5.1020,4.8500,0.5770
971,"Paula Abdul","Straight Up",1989,10.9060,5.7660,1.3330,9.6090,2.2000
972,Flo-Rida,"Good Feeling",2012,10.8970,4.2950,3.0500,4.5000,0.0000
973,Beyonce,Halo,2009,10.8900,4.9280,2.2930,7.9780,1.0000
974,"Manfred Mann","Do Wah Diddy Diddy",1964,10.8900,9.8970,7.0300,2.6320,0.0000
975,"Leroy Anderson","Blue Tango",1952,10.8800,10.0150,0.0000,0.5140,0.5330
976,"Christina Aguilera","What a Girl Wants",2000,10.8760,4.2110,3.8330,5.5300,1.2380
977,"Jane Birkin & Serge Gainsbourg","Je T'Aime (Moi Non Plus)",1969,10.8660,1.7330,2.1040,12.4610,0.5210
978,"The Pussycat Dolls",Stickwitu,2005,10.8650,4.3910,3.5340,5.9820,0.5210
979,"Edward Maya & Vika Jigulina","Stereo love",2010,10.8620,2.6500,2.2500,5.8500,0.0000
980,"Roy Orbison",Crying,1961,10.8580,10.3700,4.5160,0.0000,0.5590
981,Baltimora,"Tarzan Boy",1985,10.8510,2.8830,3.0000,14.1230,0.5100
982,"BoB & Bruno Mars","Nothin' on You",2010,10.8510,6.2650,2.0200,2.0160,0.0000
983,"Paul Mauriat & his Orchestra","Love Is Blue (L'Amour Est Bleu)",1968,10.8340,10.1500,7.1100,1.7890,0.7000
984,"Michael Sembello",Maniac,1983,10.8330,7.0430,4.0250,7.5450,0.0000
985,Trio,"Da Da Da ich lieb dich nicht du liebst mich nicht aha aha aha",1982,10.8330,0.7100,5.9170,14.0550,0.0000
986,"Crowded House","Don't Dream It's Over",1987,10.8280,4.9610,4.5850,4.9180,1.0800
987,"Fred Astaire","Cheek to Cheek",1935,10.8250,9.2760,0.0000,0.0000,0.5260
988,"Stevie Wonder","Sir Duke",1977,10.8250,7.5270,4.3750,4.2640,0.5330
989,"The Pet Shop Boys","It's a Sin",1987,10.8120,2.3600,5.5560,14.7920,0.0000
990,"Whitney Houston","I'm Your Baby Tonight",1990,10.8090,4.4460,0.7000,9.8530,2.0370
991,"Amy Grant","Baby Baby",1991,10.8030,6.8910,2.0020,5.7700,1.6900
992,"Singing Nun (Soeur Sourire)",Dominique,1963,10.8030,5.7550,4.3430,2.1470,0.5340
993,"Kevin Lyttle","Turn Me On",2004,10.8010,3.8400,2.0400,7.4640,1.2720
994,"Baha Men","Who Let the Dogs Out?",2000,10.7980,2.5490,5.9650,6.0460,1.2120
995,"The Supremes","Baby Love",1964,10.7790,12.7140,4.2050,2.4610,0.0000
996,"Crystal Waters","Gypsy Woman (La Da Dee)",1991,10.7780,2.4350,1.6000,13.7030,2.6800
997,"Peaches & Herb",Reunited,1979,10.7770,7.9660,5.2500,3.6000,0.5670
998,"Luther Vandross & Mariah Carey","Endless Love",1994,10.7720,4.3880,2.8720,5.8750,1.5200
999,"Kool & The Gang",Cherish,1985,10.7700,3.9620,4.7520,7.9440,1.0550
1000,Rihanna,Diamonds,2012,10.7690,3.6390,2.0310,6.6670,0.0000
